Time,Title,Day,MeanVol-30,StddevVol-30,MeanVol+30
2017-02-28T13:00:00,Brickwork revises rating outlook for Bank of Baroda; transitions to stable from negative,Tuesday,10079.166666666666,7129.861121056676,10824.466666666667
2017-02-13T10:11:00,Markets trade range-bound; SBI top Sensex loser; Bank of Baroda top Nifty loser,Monday,92661.93333333333,85717.53631120193,42570.566666666666
2017-02-01T12:03:00,Nifty Bank gains : Bank of Baroda up by 4.87%,Wednesday,33511.6,29833.09582616818,59001.13333333333
2017-01-09T12:17:00,Bank of Baroda cuts rate of interest on home loans to 8.35%,Monday,5729.5,4798.708255006411,10890.5
2016-12-06T10:30:00,Bank of Baroda cuts 1-year MCLR to 9.05% from 9.25%,Tuesday,7887.9,7689.584632692024,5731.633333333333
2016-11-15T10:33:00,Bank of Baroda surges 7% after strong Q2 FY17 numbers,Tuesday,194439.93333333332,158189.1420818621,72628.96666666666
2016-11-11T11:19:00,Bank of Baroda Q2 FY17 net profit at Rs 552 crore YoY,Friday,19441.533333333333,13749.064323881179,22766.333333333332
2016-11-07T11:07:00,Bank of Baroda rallies 4%; sets overnight MCLR rate at 9%,Monday,18800.233333333334,25947.04151495675,8623.266666666666
2016-08-11T11:27:00,Bank of Baroda tumbles 8.9% after poor Q1 FY17 results,Thursday,59942.03333333333,53890.83663572954,37924.23333333333
2016-08-11T11:27:00,Bank of Baroda tumbles 8.9% after poor Q1 FY17 results,Thursday,59942.03333333333,53890.83663572954,37924.23333333333
2016-06-17T10:35:00,Bank of Baroda opens its 28th Baroda Express 24 x 7 in Pune,Friday,10135.133333333333,7806.517604896279,19396.0
2015-06-29T12:22:00,"Bank of Baroda, Hindalco hit 52-week lows",Monday,10780.866666666667,9003.682001393776,8724.033333333333
2015-06-18T12:22:00,"Bank of Baroda, Sobha hit new 52-week low",Thursday,8004.3,5331.7893503650985,11725.433333333332
2015-06-05T10:21:00,Bank of Baroda cuts Interest rates on select term deposits by 25 bps,Friday,2878.633333333333,2391.312463666948,4039.8
2015-06-05T10:21:00,Bank of Baroda cuts Interest rates on select term deposits by 25 bps,Friday,2878.633333333333,2391.312463666948,4039.8
2015-05-06T10:34:00,Bank of Baroda tanks 4.5% after reducing base rate,Wednesday,6736.766666666666,7227.7569166066705,10531.666666666666
2015-05-06T10:34:00,Bank of Baroda tanks 4.5% after reducing base rate,Wednesday,6736.766666666666,7227.7569166066705,10531.666666666666
2015-05-05T13:46:00,Bank of Baroda cuts lending rates,Tuesday,15418.6,20722.37190510134,7830.4
2017-12-28T13:36:00,Bank of Baroda to buy out JV partner's entire stake in AMC business,Thursday,14095.433333333332,18666.011406981284,11921.533333333333
2017-11-30T14:03:00,LIC sells over 2% stake in Bank of Baroda in open market sale,Thursday,22025.633333333335,24851.54794170554,23016.3
2017-11-27T10:29:00,Hold Bank of Baroda; target of Rs 175: SPA Securities,Monday,13245.466666666667,14525.218134296258,9634.533333333333
2017-11-15T13:54:00,Analysts expect further improvement in Bank of Baroda's asset quality,Wednesday,33433.63333333333,23002.07127844988,76055.56666666667
2017-07-04T10:43:00,Buy Bank of Baroda; target of Rs 210: Edelweiss,Tuesday,21493.233333333334,33027.58685168439,14763.5
2017-06-30T12:50:00,"Nomura upgrades Bank of Baroda to buy, stock ends over 3.5% higher",Friday,48464.1,36009.01944082899,34059.73333333333
2017-06-30T11:23:00,Buy Bank of Baroda; target of Rs 200: ICICI Direct,Friday,16575.966666666667,11750.474040035813,32642.733333333334
2017-06-09T10:29:00,Buy Bank of Baroda; target of Rs 200: Geojit Financial Services,Friday,16167.166666666666,14311.166260612337,14406.7
2017-06-06T10:13:00,"Bank of Baroda to train 2,500 employees to build future leaders",Tuesday,12672.633333333333,12768.470901621524,7947.7
2017-03-21T14:21:00,Man gets six misprinted notes of Rs 500 from Bank of Baroda ATM,Tuesday,18873.2,19685.309066069214,13380.966666666667
2016-10-21T11:16:00,Bank of Baroda Q2 PAT seen up 21.9% to Rs 516.6 cr: KR Choksey,Friday,8226.1,12795.657918085599,9690.666666666666
2016-10-13T10:53:00,"Bank of Baroda announces brand endorsement with Sindhu, Srikanth",Thursday,17377.933333333334,13135.750413618893,19279.533333333333
2016-08-01T13:43:00,Bank of Baroda ties up with start-up Fisdom,Monday,20847.2,12234.561167446916,11393.466666666667
2016-05-27T09:54:00,"Buy SBI, Sun Pharma, Bank of Baroda: Ashwani Gujral",Friday,38357.066666666666,24158.324235389802,11211.533333333333
2016-05-06T10:26:00,"Bank of Baroda's FY16 results on May 13, 2016",Friday,30696.066666666666,26036.89654821062,17492.533333333333
2017-02-13T11:14:00,"[""Bank of Baroda's Q3 equity capital shrinks on reinterpretation of RBI rules""]",Monday,106135.16666666667,118502.47975719982,94451.83333333333
